url,true_label,predicted,confidence,correct
https://cache1.pakwheels.com/carsure_report_pictures/images/034/439/155/original/JPEG_20260211_204855_3990557724072792847.jpg?1770824937,lamp_broken,dent,0.6773,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/927/754/original/JPEG_20260227_093225_6108326724247382004.jpg?1772166746,lamp_broken,dent,0.9587,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/928/147/original/JPEG_20260227_093910_7267300029579983788.jpg?1772167152,lamp_broken,dent,0.5411,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/439/121/original/JPEG_20260211_203244_5250474406384724052.jpg?1770823965,lamp_broken,Normal,0.9334,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/841/959/original/JPEG_20260224_141949_6404020685280612907.jpg?1771924790,lamp_broken,Normal,0.9716,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/127/789/original/JPEG_20260305_161120_4557640039477801182.jpg?1772709100,lamp_broken,dent,0.4908,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/843/129/original/JPEG_20260224_142615_8796902545785309209.jpg?1771925176,lamp_broken,scratch,0.3636,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/120/442/original/JPEG_20260202_123802_6686452731010248460.jpg?1770017885,lamp_broken,scratch,0.7783,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/886/253/original/JPEG_20260225_161646_9106121241590909273.jpg?1772018209,lamp_broken,dent,0.7127,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/265/045/original/JPEG_20260206_123752_647202323917560129.jpg?1770363488,lamp_broken,crack,0.5937,False
https://cache4.pakwheels.com/carsure_report_pictures/images/033/964/497/original/JPEG_20260129_095433_2536762148298734860.jpg?1769662479,lamp_broken,scratch,0.3934,False
https://cache3.pakwheels.com/carsure_report_pictures/images/032/353/804/original/JPEG_20251212_165312_8571426568149898433.jpg?1765540396,lamp_broken,Normal,0.6754,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/071/121/original/JPEG_20260304_102500_8230256565179807782.jpg?1772601900,lamp_broken,tire_flat,0.5136,False
https://cache1.pakwheels.com/carsure_report_pictures/images/033/963/133/original/JPEG_20260129_093003_6747073751479612475.jpg?1769661005,lamp_broken,tire_flat,0.6202,False
https://cache1.pakwheels.com/carsure_report_pictures/images/031/634/581/original/JPEG_20251122_165326_3750575797243641165.jpg?1763812407,lamp_broken,dent,0.576,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/609/588/original/JPEG_20260217_092915_2126459064731479958.jpg?1771302557,lamp_broken,scratch,0.7061,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/073/976/original/JPEG_20260304_111538_2567973820223012670.jpg?1772604943,lamp_broken,scratch,0.4773,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/125/381/original/JPEG_20260305_155048_4547487456989339179.jpg?1772707850,lamp_broken,dent,0.8156,False
https://cache1.pakwheels.com/carsure_report_pictures/images/033/711/804/original/JPEG_20260122_102553_4029117718221842527.jpg?1769059555,lamp_broken,dent,0.7343,False
https://cache3.pakwheels.com/carsure_report_pictures/images/033/711/753/original/JPEG_20260122_102448_3437504509796245533.jpg?1769059490,lamp_broken,lamp_broken,0.4667,True
https://cache1.pakwheels.com/carsure_report_pictures/images/035/127/669/original/JPEG_20260305_160951_8479474623862673548.jpg?1772709011,lamp_broken,Normal,0.4682,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/215/944/original/JPEG_20260204_171006_2043494058292301624.jpg?1770207008,lamp_broken,dent,0.9424,False
https://cache3.pakwheels.com/carsure_report_pictures/images/035/073/267/original/JPEG_20260304_110218_7887252417203109296.jpg?1772604148,lamp_broken,dent,0.7559,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/608/894/original/JPEG_20260217_091117_1728902589211356990.jpg?1771301480,lamp_broken,dent,0.5673,False
https://cache2.pakwheels.com/carsure_report_pictures/images/033/704/162/original/JPEG_20260121_172234_1702931116740211797.jpg?1768998158,lamp_broken,scratch,0.5914,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/120/899/original/JPEG_20260202_124211_1836257644306636957.jpg?1770018134,lamp_broken,glass_shatter,0.9287,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/124/767/original/JPEG_20260305_154639_4331278292398094178.jpg?1772707602,lamp_broken,scratch,0.9916,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/436/784/original/JPEG_20260211_174138_2085239649016805736.jpg?1770813701,lamp_broken,glass_shatter,0.9889,False
https://cache3.pakwheels.com/carsure_report_pictures/images/032/631/135/original/JPEG_20251220_143759_6292882845242926191.jpg?1766223481,lamp_broken,scratch,0.946,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/610/097/original/JPEG_20260217_093915_7441050262429302457.jpg?1771303157,lamp_broken,crack,0.3347,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/976/046/original/JPEG_20260228_140833_511542982704141166.jpg?1772269715,lamp_broken,tire_flat,0.994,False
https://cache1.pakwheels.com/carsure_report_pictures/images/031/634/424/original/JPEG_20251122_165105_8366654105185641391.jpg?1763812265,lamp_broken,tire_flat,0.9386,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/128/490/original/JPEG_20260305_161928_4887865070275214901.jpg?1772709589,lamp_broken,dent,0.4371,False
https://cache1.pakwheels.com/carsure_report_pictures/images/033/910/328/original/JPEG_20260127_170533_6637468860474567237.jpg?1769515535,lamp_broken,dent,0.729,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/120/400/original/JPEG_20260202_123744_2447917351572030753.jpg?1770017866,lamp_broken,dent,0.8534,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/821/805/original/eps.jpg?1771845511,lamp_broken,Normal,0.2853,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/663/915/original/JPEG_20260218_142314_8611863403255001734.jpg?1771406596,lamp_broken,tire_flat,0.9983,False
https://cache2.pakwheels.com/carsure_report_pictures/images/032/359/643/original/JPEG_20251213_104148_6422325389254446634.jpg?1765604511,lamp_broken,dent,0.9806,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/215/071/original/JPEG_20260204_165854_711442066501830169.jpg?1770206339,lamp_broken,scratch,0.7636,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/918/573/original/JPEG_20260226_153601_8463677501278840395.jpg?1772102165,lamp_broken,crack,0.363,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/074/652/original/JPEG_20260304_112925_1160085780585391772.jpg?1772605767,lamp_broken,lamp_broken,0.9379,True
https://cache2.pakwheels.com/carsure_report_pictures/images/034/663/849/original/JPEG_20260218_142243_1335381821822408456.jpg?1771406565,lamp_broken,scratch,0.97,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/121/416/original/JPEG_20260202_124833_5703402165613793758.jpg?1770018515,lamp_broken,scratch,0.807,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/927/989/original/JPEG_20260227_093639_7767537053707237319.jpg?1772167002,lamp_broken,scratch,0.8866,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/127/505/original/JPEG_20260305_160822_4100811292900366221.jpg?1772708905,lamp_broken,dent,0.4502,False
https://cache4.pakwheels.com/carsure_report_pictures/images/033/732/101/original/JPEG_20260122_143245_1593861726485678033.jpg?1769074366,lamp_broken,dent,0.3137,False
https://cache3.pakwheels.com/carsure_report_pictures/images/033/411/962/original/JPEG_20260113_155810_5856846017619935936.jpg?1768301892,lamp_broken,tire_flat,0.5507,False
https://cache2.pakwheels.com/carsure_report_pictures/images/033/841/427/original/JPEG_20260126_102507_2046031263630130501.jpg?1769405109,lamp_broken,dent,0.523,False
https://cache1.pakwheels.com/carsure_report_pictures/images/035/075/711/original/JPEG_20260304_115944_3577779077055999355.jpg?1772607590,lamp_broken,dent,0.8802,False
https://cache2.pakwheels.com/carsure_report_pictures/images/033/704/798/original/JPEG_20260121_172908_819883795494226995.jpg?1768998550,lamp_broken,lamp_broken,0.5254,True
https://cache1.pakwheels.com/carsure_report_pictures/images/035/070/587/original/JPEG_20260304_100128_8456804664317634353.jpg?1772600489,lamp_broken,dent,0.5563,False
https://cache3.pakwheels.com/carsure_report_pictures/images/033/404/287/original/JPEG_20260113_143044_6681036930337444732.jpg?1768296646,lamp_broken,scratch,0.8793,False
https://cache1.pakwheels.com/carsure_report_pictures/images/035/070/898/original/JPEG_20260304_101424_9004003284281805677.jpg?1772601265,lamp_broken,tire_flat,0.7995,False
https://cache1.pakwheels.com/carsure_report_pictures/images/031/634/647/original/JPEG_20251122_165426_3364069960934951890.jpg?1763812466,lamp_broken,crack,0.5348,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/128/594/original/JPEG_20260305_162040_4808656522842612469.jpg?1772709660,lamp_broken,dent,0.5072,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/928/046/original/JPEG_20260227_093733_9108076932069358020.jpg?1772167056,lamp_broken,dent,0.4317,False
https://cache4.pakwheels.com/carsure_report_pictures/images/033/439/177/original/JPEG_20260114_135742_2192839988418411494.jpg?1768381064,lamp_broken,dent,0.9077,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/926/567/original/JPEG_20260227_091444_2284684852360605875.jpg?1772165686,lamp_broken,Normal,0.9974,False
https://cache1.pakwheels.com/carsure_report_pictures/images/033/358/655/original/JPEG_20260112_125405_4881627942060828885.jpg?1768204447,lamp_broken,scratch,0.6425,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/603/775/original/JPEG_20260216_172637_4482864076987542024.jpg?1771244800,lamp_broken,scratch,0.966,False
https://cache2.pakwheels.com/carsure_report_pictures/images/033/439/849/original/JPEG_20260114_140814_4369149038764364492.jpg?1768381695,lamp_broken,Normal,0.9976,False
https://cache4.pakwheels.com/carsure_report_pictures/images/032/359/680/original/JPEG_20251213_104214_6146722597173479463.jpg?1765604536,lamp_broken,glass_shatter,0.4173,False
https://cache1.pakwheels.com/carsure_report_pictures/images/033/711/646/original/JPEG_20260122_102230_3008814797120018655.jpg?1769059353,lamp_broken,scratch,0.5144,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/126/109/original/JPEG_20260305_155618_858682145467718620.jpg?1772708198,lamp_broken,Normal,0.919,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/086/543/original/JPEG_20260304_143640_8799896546768689342.jpg?1772617002,lamp_broken,Normal,0.7916,False
https://cache3.pakwheels.com/carsure_report_pictures/images/033/964/591/original/JPEG_20260129_095706_3058822279387971425.jpg?1769662628,lamp_broken,tire_flat,0.8028,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/927/748/original/JPEG_20260227_093216_3272316292407866224.jpg?1772166737,lamp_broken,dent,0.9554,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/929/188/original/JPEG_20260227_100246_4217681623957078716.jpg?1772168570,lamp_broken,dent,0.5588,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/439/089/original/JPEG_20260211_202501_8618558753562820417.jpg?1770823502,lamp_broken,lamp_broken,0.9728,True
https://cache3.pakwheels.com/carsure_report_pictures/images/034/520/521/original/JPEG_20260214_113826_6509864119035851734.jpg?1771051109,lamp_broken,Normal,0.8,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/519/787/original/JPEG_20260214_112049_4575919079762497255.jpg?1771050053,lamp_broken,dent,0.6467,False
https://cache4.pakwheels.com/carsure_report_pictures/images/033/717/171/original/JPEG_20260122_112752_5475833539157894951.jpg?1769063275,lamp_broken,scratch,0.3955,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/438/421/original/JPEG_20260211_181317_5833460464264344863.jpg?1770815599,lamp_broken,dent,0.6359,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/928/240/original/JPEG_20260227_094035_5006042807925119435.jpg?1772167237,lamp_broken,lamp_broken,0.3557,True
https://cache2.pakwheels.com/carsure_report_pictures/images/033/963/081/original/JPEG_20260129_092912_262699767268395024.jpg?1769660954,lamp_broken,dent,0.8415,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/860/911/original/JPEG_20260225_103449_3598500037735056730.jpg?1771997746,lamp_broken,dent,0.6265,False
https://cache1.pakwheels.com/carsure_report_pictures/images/032/083/902/original/JPEG_20251205_113524_5832787787623161103.jpg?1764916525,lamp_broken,Normal,0.9351,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/916/828/original/JPEG_20260226_151150_3704313740894434079.jpg?1772100711,lamp_broken,dent,0.7005,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/439/107/original/JPEG_20260211_202905_3337307897615328135.jpg?1770823746,lamp_broken,dent,0.8234,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/662/744/original/JPEG_20260218_141321_5328339833466213116.jpg?1771406003,lamp_broken,Normal,0.5714,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/072/350/original/JPEG_20260304_104729_7593622954834789665.jpg?1772603253,lamp_broken,dent,0.8214,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/664/239/original/JPEG_20260218_142541_3249474921225551093.jpg?1771406742,lamp_broken,dent,0.317,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/840/443/original/JPEG_20260224_140949_3297649912734183444.jpg?1771924191,lamp_broken,lamp_broken,0.6898,True
https://cache1.pakwheels.com/carsure_report_pictures/images/033/619/768/original/JPEG_20260119_163322_4772475320675423258.jpg?1768822404,lamp_broken,scratch,0.552,False
https://cache1.pakwheels.com/carsure_report_pictures/images/033/439/243/original/JPEG_20260114_135850_1997748257131656773.jpg?1768381132,lamp_broken,dent,0.7952,False
https://cache3.pakwheels.com/carsure_report_pictures/images/035/113/223/original/JPEG_20260305_130837_7170180979090912468.jpg?1772698118,lamp_broken,Normal,0.9666,False
https://cache3.pakwheels.com/carsure_report_pictures/images/033/842/359/original/JPEG_20260126_105134_1643584005922948144.jpg?1769406696,lamp_broken,scratch,0.9123,False
https://cache4.pakwheels.com/carsure_report_pictures/images/033/964/604/original/JPEG_20260129_095732_7064130121697774072.jpg?1769662655,lamp_broken,dent,0.3677,False
https://cache1.pakwheels.com/carsure_report_pictures/images/033/713/511/original/JPEG_20260122_105038_2893595906003367229.jpg?1769061042,lamp_broken,Normal,0.3386,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/923/618/original/JPEG_20260226_162120_1865344954150779319.jpg?1772104881,lamp_broken,dent,0.3012,False
https://cache4.pakwheels.com/carsure_report_pictures/images/031/950/424/original/JPEG_20251202_090407_7168856645766747268.jpg?1764648249,lamp_broken,dent,0.5229,False
https://cache1.pakwheels.com/carsure_report_pictures/images/032/630/882/original/JPEG_20251220_143621_2090298306830395074.jpg?1766223383,lamp_broken,dent,0.3633,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/918/884/original/JPEG_20260226_153933_5282567801027701056.jpg?1772102377,lamp_broken,dent,0.8585,False
https://cache3.pakwheels.com/carsure_report_pictures/images/035/093/912/original/JPEG_20260304_155753_3540294852261667535.jpg?1772621876,lamp_broken,dent,0.8138,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/094/018/original/JPEG_20260304_155851_7299028421837487558.jpg?1772621932,lamp_broken,dent,0.8641,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/929/365/original/leftt_ccc_pillar.jpg?1772169097,lamp_broken,Normal,0.626,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/920/473/original/JPEG_20260226_155206_122321061012905402.jpg?1772103128,lamp_broken,tire_flat,0.7613,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/124/753/original/JPEG_20260305_154634_4712053198063293664.jpg?1772707598,lamp_broken,tire_flat,0.5403,False
https://cache2.pakwheels.com/carsure_report_pictures/images/033/713/519/original/JPEG_20260122_105042_7040625676539984032.jpg?1769061044,lamp_broken,scratch,0.2926,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/439/160/original/JPEG_20260211_205021_5789180016774125547.jpg?1770825023,lamp_broken,scratch,0.5351,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/087/899/original/JPEG_20260304_145259_6871815570838342859.jpg?1772617981,lamp_broken,scratch,0.7558,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/120/433/original/JPEG_20260202_123757_5385267890668753090.jpg?1770017880,lamp_broken,scratch,0.6461,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/070/424/original/JPEG_20260304_095725_4660321010997322674.jpg?1772600246,lamp_broken,Normal,0.8069,False
https://cache2.pakwheels.com/carsure_report_pictures/images/033/439/996/original/JPEG_20260114_140958_3524345353792914919.jpg?1768381799,lamp_broken,Normal,0.9982,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/120/389/original/JPEG_20260202_123740_3176780215335203388.jpg?1770017862,lamp_broken,dent,0.8709,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/927/768/original/JPEG_20260227_093232_47975795105651407.jpg?1772166753,lamp_broken,dent,0.7705,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/929/197/original/JPEG_20260227_100314_1374015807815379746.jpg?1772168597,lamp_broken,scratch,0.4432,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/928/210/original/JPEG_20260227_094004_4872026249522905712.jpg?1772167207,lamp_broken,dent,0.5511,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/927/274/original/JPEG_20260227_092547_6959108023614169920.jpg?1772166349,lamp_broken,dent,0.4999,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/125/603/original/JPEG_20260305_155158_2502605096144405728.jpg?1772707961,lamp_broken,scratch,0.3212,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/518/641/original/JPEG_20260214_110410_1743610291751978640.jpg?1771049054,lamp_broken,dent,0.5567,False
https://cache3.pakwheels.com/carsure_report_pictures/images/035/127/670/original/JPEG_20260305_160927_1047519393739857104.jpg?1772709011,lamp_broken,dent,0.3672,False
https://cache1.pakwheels.com/carsure_report_pictures/images/034/264/741/original/JPEG_20260206_123456_2707002241538277372.jpg?1770363300,lamp_broken,scratch,0.6784,False
https://cache3.pakwheels.com/carsure_report_pictures/images/034/862/932/original/JPEG_20260225_110117_2825822066387604006.jpg?1771999285,lamp_broken,tire_flat,0.4987,False
https://cache4.pakwheels.com/carsure_report_pictures/images/031/634/377/original/JPEG_20251122_165018_5235203408865015727.jpg?1763812219,lamp_broken,scratch,0.372,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/697/982/original/JPEG_20260219_125643_3914244300277076834.jpg?1771487804,lamp_broken,dent,0.7226,False
https://cache2.pakwheels.com/carsure_report_pictures/images/035/070/007/original/JPEG_20260304_094941_7162119558958609219.jpg?1772599784,lamp_broken,dent,0.7694,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/120/000/original/JPEG_20260202_123338_7580519664093133484.jpg?1770017620,lamp_broken,dent,0.5562,False
https://cache3.pakwheels.com/carsure_report_pictures/images/033/411/690/original/JPEG_20260113_155542_2100314851171013293.jpg?1768301745,lamp_broken,Normal,0.9147,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/975/610/original/JPEG_20260228_140339_5158447379288232455.jpg?1772269421,lamp_broken,dent,0.4455,False
https://cache3.pakwheels.com/carsure_report_pictures/images/035/070/829/original/JPEG_20260304_101206_1824302186503224802.jpg?1772601127,lamp_broken,Normal,0.8838,False
https://cache3.pakwheels.com/carsure_report_pictures/images/035/087/926/original/JPEG_20260304_145321_3827426717349685193.jpg?1772618003,lamp_broken,scratch,0.6299,False
https://cache1.pakwheels.com/carsure_report_pictures/images/031/950/420/original/JPEG_20251202_090355_6526720572452068627.jpg?1764648238,lamp_broken,dent,0.5547,False
https://cache1.pakwheels.com/carsure_report_pictures/images/035/074/639/original/JPEG_20260304_112855_6078832759504090166.jpg?1772605737,lamp_broken,crack,0.5388,False
https://cache4.pakwheels.com/carsure_report_pictures/images/035/102/325/original/JPEG_20260305_104508_1034457724790843777.jpg?1772689510,lamp_broken,dent,0.9292,False
https://cache4.pakwheels.com/carsure_report_pictures/images/034/439/049/original/JPEG_20260211_201158_5103760804350799794.jpg?1770822721,lamp_broken,dent,0.5627,False
https://cache3.pakwheels.com/carsure_report_pictures/images/032/870/394/original/JPEG_20251228_095158_1907342592598384198.jpg?1766897520,lamp_broken,scratch,0.9167,False
https://cache3.pakwheels.com/carsure_report_pictures/images/031/634/503/original/JPEG_20251122_165226_3355938055591182637.jpg?1763812347,lamp_broken,lamp_broken,0.6365,True
https://cache1.pakwheels.com/carsure_report_pictures/images/033/909/445/original/JPEG_20260127_165802_6691917495380815745.jpg?1769515085,lamp_broken,dent,0.527,False
https://cache2.pakwheels.com/carsure_report_pictures/images/034/439/057/original/JPEG_20260211_201317_5580500838412822368.jpg?1770822798,lamp_broken,lamp_broken,0.6983,True
https://cache4.pakwheels.com/carsure_report_pictures/images/035/127/920/original/JPEG_20260305_161254_326763636031328782.jpg?1772709176,lamp_broken,crack,0.3091,False
